Distance_(pixels),Gray_Value
212,184.859
213,184.989
214,185.164
215,185.343
216,185.299
217,185.172
218,184.875
219,184.740
220,184.752
221,184.797
222,184.924
223,185.127
224,185.301
225,185.364
226,185.280
227,185.183
228,185.065
229,184.874
230,184.772
231,184.837
232,185.059
233,185.200
234,185.290
235,185.244
236,185.172
237,185.017
238,184.876
239,184.801
240,184.987
241,185.179
242,185.385
243,185.430
244,185.545
245,185.428
246,185.249
247,184.998
248,184.836
249,184.764
250,184.952
251,184.978
252,185.317
253,185.365
254,185.526
255,185.448
256,185.275
257,184.957
258,184.740
259,184.569
260,184.757
261,184.887
262,185.079
263,185.210
264,185.339
265,185.227
266,185.056
267,184.911
268,184.898
269,184.810
270,184.711
271,184.811
272,184.988
273,185.182
274,185.236
275,185.296
276,185.141
277,185.012
278,184.773
279,184.616
280,184.558
281,184.792
282,185.031
283,185.388
284,185.193
285,185.288
286,185.205
287,184.952
288,184.769
289,184.599
290,184.646
291,184.653
292,184.693
293,185.179
294,185.386
295,185.623
296,185.120
297,185.185
298,184.959
299,184.882
300,184.862
301,184.906
302,184.903
303,185.189
304,185.280
305,185.476
306,185.365
307,185.296
308,185.092
309,184.821
310,184.634
311,184.716
312,184.611
313,185.211
314,185.205
315,185.653
316,185.692
317,185.582
318,185.172
319,185.048
320,184.718
321,184.800
322,184.656
323,185.033
324,185.092
325,185.489
326,185.185
327,185.486
328,185.055
329,185.045
330,184.643
331,184.681
332,184.515
333,184.547
334,184.621
335,185.022
336,185.080
337,185.487
338,184.987
339,185.068
340,184.727
341,184.730
342,184.252
343,184.390
344,184.272
345,184.352
346,184.687
347,184.787
348,184.911
349,185.017
350,184.757
351,184.756
352,184.410
353,184.616
354,184.260
355,184.416
356,184.482
357,184.688
358,184.548
359,184.828
360,184.474
361,184.821
362,184.299
363,184.528
364,184.049
365,183.989
366,183.876
367,184.123
368,183.973
369,184.165
370,184.191
371,184.420
372,184.190
373,184.225
374,184.027
375,183.847
376,183.531
377,183.624
378,183.508
379,183.656
380,183.785
381,183.983
382,183.709
383,184.010
384,183.624
385,183.584
386,183.271
387,183.106
388,183.121
389,183.201
390,183.209
391,183.462
392,183.169
393,183.526
394,183.131
395,183.417
396,182.760
397,182.767
398,182.436
399,182.669
400,182.550
401,182.867
402,182.971
403,182.970
404,182.817
405,182.828
406,182.608
407,182.636
408,182.359
409,182.352
410,182.224
411,182.366
412,182.406
413,182.527
414,182.615
415,182.708
416,182.550
417,182.534
418,182.091
419,182.109
420,181.841
421,181.876
422,181.745
423,182.094
424,182.037
425,182.223
426,182.153
427,182.349
428,182.372
429,182.445
430,182.111
431,182.134
432,181.876
433,181.934
434,181.990
435,182.323
436,182.463
437,182.564
438,182.376
439,182.506
440,182.337
441,182.384
442,182.112
443,182.064
444,181.885
445,181.959
446,181.974
447,182.183
448,182.171
449,182.686
450,182.235
451,182.894
452,182.644
453,182.761
454,182.533
455,182.374
456,182.124
457,182.120
458,182.185
459,182.424
460,182.388
461,182.960
462,182.454
463,183.288
464,182.918
465,183.055
466,182.610
467,182.388
468,182.197
469,181.967
470,182.072
471,182.467
472,182.343
473,183.332
474,182.776
475,183.790
476,183.526
477,183.664
478,183.243
479,182.890
480,182.514
481,182.216
482,182.282
483,182.501
484,182.503
485,183.355
486,183.218
487,184.136
488,183.658
489,184.002
490,183.498
491,183.274
492,182.698
493,182.548
494,182.215
495,182.707
496,182.636
497,183.516
498,183.564
499,184.206
500,183.864
501,184.580
502,183.699
503,184.073
504,182.773
505,182.906
506,182.553
507,182.604
508,182.560
509,183.063
510,183.022
511,184.162
512,183.563
513,184.541
514,183.586
515,183.931
516,183.184
517,182.792
518,182.499
519,182.280
520,182.227
521,182.445
522,182.874
523,183.432
524,183.298
525,184.103
526,183.186
527,184.110
528,183.091
529,183.184
530,182.378
531,182.030
532,181.932
533,181.857
534,181.887
535,182.430
536,182.347
537,183.149
538,182.930
539,183.679
540,183.301
541,183.572
542,182.832
543,182.752
544,182.094
545,181.827
546,181.694
547,181.620
548,181.766
549,182.260
550,182.346
551,183.116
552,182.999
553,183.917
554,183.145
555,183.456
556,182.515
557,182.237
558,181.209
559,181.329
560,181.030
561,181.451
562,181.750
563,182.341
564,182.506
565,183.123
566,183.012
567,183.498
568,182.674
569,183.090
570,181.336
571,181.529
572,180.533
573,180.773
574,180.555
575,181.444
576,181.444
577,182.459
578,182.462
579,182.973
580,182.662
581,182.678
582,182.001
583,182.080
584,180.802
585,180.730
586,180.245
587,180.523
588,180.481
589,181.239
590,181.345
591,182.503
592,182.260
593,183.056
594,182.748
595,182.839
596,181.984
597,181.923
598,180.734
599,180.696
600,180.180
601,180.532
602,180.748
603,181.219
604,181.345
605,182.297
606,182.276
607,183.235
608,182.628
609,182.760
610,181.646
611,181.708
612,180.951
613,180.836
614,180.445
615,180.582
616,180.405
617,181.251
618,181.398
619,182.144
620,182.116
621,182.840
622,182.601
623,183.010
624,181.911
625,182.229
626,181.006
627,180.959
628,180.480
629,180.571
630,180.175
631,180.973
632,180.603
633,182.131
634,181.928
635,183.061
636,182.934
637,183.258
638,182.730
639,183.012
640,181.961
641,182.002
642,181.002
643,180.804
644,180.557
645,180.890
646,180.643
647,182.070
648,181.637
649,183.439
650,183.152
651,184.434
652,183.897
653,184.296
654,182.913
655,183.238
656,181.797
657,181.916
658,181.061
659,181.110
660,180.670
661,181.595
662,181.117
663,182.834
664,182.619
665,184.493
666,184.224
667,185.103
668,184.317
669,184.759
670,183.007
671,183.272
672,181.588
673,181.761
674,180.961
675,181.299
676,180.684
677,182.137
678,181.976
679,183.658
680,183.587
681,185.119
682,184.232
683,184.827
684,183.934
685,184.497
686,182.319
687,182.850
688,181.012
689,181.407
690,180.743
691,181.156
692,180.794
693,181.830
694,181.485
695,183.315
696,183.027
697,184.511
698,183.839
699,185.046
700,183.846
701,184.954
702,182.119
703,182.804
704,181.052
705,181.219
706,180.752
707,181.070
708,180.775
709,181.521
710,181.302
711,183.035
712,182.278
713,184.777
714,183.615
715,185.985
716,183.852
717,185.360
718,182.767
719,183.715
720,181.544
721,181.743
722,180.744
723,180.829
724,180.653
725,180.961
726,180.752
727,182.184
728,181.452
729,184.455
730,183.299
731,186.399
732,184.609
733,187.372
734,184.913
735,186.317
736,182.726
737,184.004
738,180.825
739,180.924
740,180.247
741,180.382
742,180.095
743,181.586
744,180.433
745,183.700
746,182.820
747,185.745
748,184.844
749,187.635
750,185.834
751,188.381
752,185.226
753,186.606
754,182.243
755,183.140
756,180.565
757,180.811
758,179.935
759,180.452
760,179.830
761,181.954
762,181.400
763,184.070
764,183.630
765,186.457
766,185.455
767,188.581
768,186.678
769,188.726
770,184.267
771,185.903
772,181.636
773,182.436
774,179.861
775,180.284
776,179.139
777,180.419
778,179.759
779,181.744
780,180.944
781,183.402
782,183.357
783,185.540
784,184.455
785,187.304
786,185.196
787,187.733
788,183.847
789,185.583
790,182.096
791,182.856
792,180.273
793,180.700
794,179.294
795,180.476
796,179.606
797,181.130
798,180.494
799,182.074
800,181.816
801,183.691
802,182.846
803,186.035
804,184.220
805,188.172
806,183.923
807,186.601
808,183.068
809,183.539
810,181.244
811,181.393
812,180.296
813,180.547
814,179.628
815,180.283
816,179.777
817,180.702
818,181.002
819,181.972
820,181.623
821,184.720
822,182.753
823,188.197
824,185.578
825,188.169
826,186.014
827,186.283
828,184.795
829,184.766
830,182.320
831,182.694
832,180.594
833,181.333
834,180.083
835,180.818
836,180.222
837,181.033
838,180.380
839,182.974
840,181.331
841,186.608
842,184.673
843,189.653
844,188.034
845,190.245
846,188.660
847,189.345
848,187.007
849,187.545
850,184.010
851,184.811
852,182.146
853,182.573
854,180.995
855,181.443
856,180.373
857,181.206
858,180.942
859,183.126
860,181.590
861,188.044
862,185.606
863,191.911
864,189.994
865,192.903
866,191.486
867,191.985
868,190.065
869,190.575
870,186.758
871,188.200
872,183.585
873,185.104
874,182.037
875,182.785
876,181.132
877,181.480
878,180.858
879,182.211
880,181.371
881,185.829
882,183.434
883,190.195
884,188.574
885,193.757
886,192.393
887,195.332
888,193.051
889,194.344
890,190.738
891,191.875
892,188.011
893,188.857
894,184.739
895,185.972
896,182.702
897,183.671
898,181.494
899,181.843
900,180.981
901,181.580
902,180.986
903,184.698
904,182.702
905,189.953
906,188.138
907,194.050
908,193.132
909,195.613
910,194.860
911,195.471
912,193.258
913,193.828
914,190.949
915,191.608
916,187.166
917,188.801
918,184.083
919,185.631
920,181.773
921,182.593
922,181.265
923,181.096
924,180.725
925,182.119
926,181.260
927,186.373
928,184.139
929,191.767
930,189.380
931,195.540
932,194.876
933,197.050
934,196.260
935,196.890
936,195.048
937,195.270
938,192.523
939,193.411
940,188.016
941,189.856
942,183.282
943,185.471
944,180.635
945,181.536
946,180.241
947,180.070
948,180.041
949,180.488
950,179.838
951,183.681
952,181.496
953,189.260
954,187.033
955,193.900
956,192.752
957,196.652
958,196.240
959,197.405
960,196.625
961,196.657
962,194.857
963,195.605
964,191.004
965,192.718
966,186.277
967,188.852
968,181.590
969,183.527
970,179.159
971,179.807
972,179.053
973,178.714
974,178.859
975,179.198
976,178.838
977,181.913
978,180.061
979,186.275
980,184.281
981,191.858
982,190.532
983,195.815
984,195.265
985,197.379
986,197.388
987,197.509
988,196.881
989,196.816
990,193.574
991,195.009
992,188.570
993,191.095
994,183.552
995,185.888
996,179.968
997,180.859
998,178.644
999,178.815
1000,178.232
1001,178.281
1002,178.579
1003,179.194
1004,178.541
1005,182.048
1006,180.140
1007,187.301
1008,185.145
1009,193.699
1010,192.256
1011,198.287
1012,197.975
1013,200.708
1014,201.227
1015,201.516
1016,200.672
1017,200.414
1018,198.334
1019,198.833
1020,194.114
1021,195.498
1022,188.119
1023,190.895
1024,182.993
1025,185.248
1026,180.252
1027,180.670
1028,179.090
1029,178.893
1030,178.746
1031,178.992
1032,178.590
1033,180.791
1034,180.038
1035,184.120
1036,182.794
1037,189.859
1038,188.141
1039,196.594
1040,195.115
1041,201.338
1042,201.099
1043,204.453
1044,204.689
1045,205.245
1046,205.863
1047,205.861
1048,204.431
1049,204.743
1050,200.937
1051,201.866
1052,195.549
1053,197.240
1054,188.246
1055,191.084
1056,182.901
1057,184.269
1058,180.473
1059,180.719
1060,179.482
1061,179.145
1062,178.858
1063,178.966
1064,178.807
1065,181.114
1066,180.697
1067,184.161
1068,182.989
1069,188.781
1070,187.250
1071,194.963
1072,194.025
1073,200.485
1074,200.235
1075,204.949
1076,205.147
1077,207.706
1078,208.443
1079,209.430
1080,209.254
1081,209.482
1082,207.985
1083,208.061
1084,205.194
1085,205.264
1086,200.009
1087,201.568
1088,193.711
1089,195.608
1090,188.266
1091,189.348
1092,183.341
1093,184.144
1094,180.393
1095,180.736
1096,179.456
1097,179.229
1098,179.359
1099,179.088
1100,179.289
1101,179.322
1102,179.748
1103,181.850
1104,181.579
1105,187.175
1106,186.453
1107,193.737
1108,193.507
1109,200.173
1110,199.640
1111,205.276
1112,205.266
1113,208.925
1114,209.419
1115,211.163
1116,211.731
1117,212.065
1118,212.595
1119,212.769
1120,211.770
1121,211.700
1122,209.212
1123,209.173
1124,205.767
1125,205.584
1126,200.697
1127,201.191
1128,195.897
1129,196.532
1130,190.931
1131,191.542
1132,185.794
1133,185.725
1134,181.516
1135,181.599
1136,179.887
1137,179.716
1138,179.483
1139,179.041
1140,179.077
1141,178.731
1142,178.907
1143,179.661
1144,179.482
1145,182.276
1146,182.556
1147,186.763
1148,186.651
1149,193.103
1150,192.568
1151,199.470
1152,199.156
1153,205.238
1154,204.860
1155,209.339
1156,209.795
1157,211.981
1158,213.030
1159,214.263
1160,214.675
1161,215.347
1162,215.508
1163,215.424
1164,215.263
1165,214.580
1166,214.007
1167,213.760
1168,210.602
1169,211.251
1170,206.730
1171,207.508
1172,201.766
1173,202.525
1174,195.706
1175,196.778
1176,190.070
1177,190.578
1178,184.499
1179,184.873
1180,180.786
1181,180.707
1182,178.435
1183,178.244
1184,177.010
1185,176.587
1186,176.331
1187,176.146
1188,176.174
1189,175.981
1190,175.903
1191,176.158
1192,176.231
1193,177.085
1194,177.568
1195,178.949
1196,179.379
1197,182.349
1198,182.248
1199,187.770
1200,187.084
1201,194.785
1202,193.886
1203,200.843
1204,200.557
1205,206.931
1206,206.025
1207,211.548
1208,211.149
1209,214.594
1210,215.174
1211,217.061
1212,218.134
1213,219.292
1214,220.074
1215,220.893
1216,221.251
1217,221.586
1218,221.673
1219,221.800
1220,221.699
1221,221.159
1222,220.794
1223,220.283
1224,219.418
1225,218.979
1226,217.158
1227,217.028
1228,213.832
1229,213.761
1230,209.386
1231,210.546
1232,203.993
1233,205.992
1234,199.031
1235,200.523
1236,193.132
1237,194.325
1238,188.827
1239,189.143
1240,185.699
1241,185.598
1242,182.937
1243,182.474
1244,179.861
1245,179.398
1246,177.701
1247,177.190
1248,176.069
1249,175.561
1250,175.343
1251,174.977
1252,174.975
1253,174.973
1254,174.941
1255,174.974
1256,175.189
1257,175.345
1258,175.578
1259,175.723
1260,176.364
1261,176.308
1262,176.938
1263,178.284
1264,178.556
1265,182.383
1266,182.827
1267,187.713
1268,188.079
1269,194.553
1270,193.613
1271,200.937
1272,199.838
1273,206.656
1274,206.287
1275,211.235
1276,210.970
1277,215.510
1278,215.146
1279,219.118
1280,218.950
1281,222.330
1282,222.301
1283,224.994
1284,225.403
1285,227.386
1286,227.719
1287,229.959
1288,229.985
1289,231.988
1290,232.279
1291,233.353
1292,233.991
1293,234.574
1294,235.089
1295,235.642
1296,236.037
1297,236.550
1298,236.878
1299,236.981
1300,237.219
1301,237.324
1302,237.364
1303,237.372
1304,237.352
1305,237.258
1306,237.135
1307,237.118
1308,236.825
1309,236.518
1310,236.093
1311,235.793
1312,235.389
1313,234.733
1314,234.223
1315,233.798
1316,232.814
1317,232.344
1318,230.948
1319,230.663
1320,229.073
1321,228.875
1322,227.023
1323,226.773
1324,224.682
1325,224.327
1326,221.715
1327,221.971
1328,218.773
1329,219.031
1330,215.345
1331,215.416
1332,211.513
1333,211.483
1334,206.931
1335,207.385
1336,201.631
1337,202.564
1338,196.740
1339,197.459
1340,192.109
1341,191.636
1342,185.840
1343,186.019
1344,181.348
1345,180.723
1346,178.284
1347,177.165
1348,175.380
1349,173.972
1350,172.521
1351,171.333
1352,170.335
1353,169.328
1354,168.518
1355,167.722
1356,166.411
1357,165.716
1358,164.950
1359,164.235
1360,163.441
1361,162.348
1362,161.660
1363,160.623
1364,159.820
1365,158.831
1366,158.145
1367,157.303
1368,156.603
1369,155.913
1370,155.215
1371,154.635
1372,153.441
1373,152.689
1374,151.963
1375,151.219
1376,150.335
1377,149.487
1378,148.632
1379,148.007
1380,146.885
1381,146.203
1382,145.174
1383,144.346
1384,143.346
1385,142.636
1386,141.908
1387,141.319
1388,140.100
1389,139.423
1390,138.687
1391,137.873
1392,137.087
1393,136.180
1394,135.408
1395,134.562
1396,133.453
1397,132.558
1398,131.499
1399,130.408
1400,129.193
1401,128.054
1402,126.926
1403,125.972
1404,124.124
1405,123.136
1406,121.839
1407,120.562
1408,119.188
1409,117.778
1410,116.206
1411,115.026
1412,112.886
1413,111.466
1414,109.785
1415,108.256
1416,106.943
1417,105.754
1418,104.408
1419,103.175
1420,101.151
1421,100.081
1422,98.721
1423,97.332
1424,95.712
1425,94.159
1426,92.579
1427,91.407
1428,89.634
1429,88.438
1430,86.952
1431,85.808
1432,84.630
1433,83.674
1434,82.490
1435,81.468
1436,79.691
1437,78.758
1438,77.655
1439,76.699
1440,75.640
1441,74.635
1442,73.424
1443,72.664
1444,71.006
1445,70.224
1446,69.154
1447,68.221
1448,67.321
1449,66.649
1450,65.900
1451,65.298
1452,64.098
1453,63.458
1454,62.808
1455,62.158
1456,61.291
1457,60.415
