Distance_(pixels),Gray_Value
243,226.165
244,221.383
245,225.495
246,224.623
247,229.352
248,229.088
249,231.926
250,228.689
251,229.376
252,223.847
253,225.280
254,220.963
255,224.933
256,223.579
257,228.999
258,228.921
259,232.272
260,228.845
261,229.475
262,223.788
263,224.547
264,220.869
265,224.557
266,223.565
267,229.678
268,229.111
269,232.314
270,229.424
271,230.000
272,225.215
273,226.203
274,221.888
275,225.586
276,223.787
277,229.861
278,230.034
279,233.487
280,231.677
281,232.169
282,226.990
283,227.859
284,223.639
285,226.872
286,226.114
287,230.685
288,230.333
289,234.990
290,234.016
291,235.338
292,231.092
293,231.378
294,227.008
295,228.993
296,227.136
297,231.750
298,231.828
299,236.631
300,236.123
301,238.058
302,234.635
303,234.831
304,230.662
305,231.725
306,228.736
307,232.323
308,231.228
309,236.519
310,236.845
311,239.198
312,237.586
313,237.642
314,233.295
315,233.617
316,229.263
317,231.955
318,231.253
319,235.022
320,234.765
321,238.658
322,238.322
323,239.480
324,236.361
325,236.060
326,231.833
327,232.125
328,229.029
329,231.974
330,231.376
331,236.133
332,236.137
333,239.009
334,237.143
335,237.494
336,233.727
337,233.554
338,228.671
339,230.326
340,227.639
341,231.830
342,231.977
343,235.488
344,235.760
345,237.387
346,235.178
347,235.454
348,230.589
349,230.775
350,227.145
351,228.308
352,226.570
353,229.858
354,229.823
355,234.323
356,234.148
357,235.953
358,233.465
359,233.642
360,228.754
361,228.970
362,224.697
363,226.295
364,223.603
365,228.141
366,228.066
367,232.373
368,232.493
369,234.731
370,232.647
371,233.089
372,227.916
373,228.114
374,224.033
375,224.995
376,222.755
377,226.646
378,226.828
379,231.493
380,231.639
381,234.603
382,232.868
383,233.373
384,229.588
385,229.505
386,224.137
387,225.657
388,222.681
389,226.149
390,225.892
391,230.628
392,231.147
393,234.621
394,233.884
395,235.189
396,232.463
397,232.351
398,227.998
399,227.822
400,225.055
401,226.482
402,224.950
403,229.722
404,229.585
405,234.560
406,234.789
407,237.118
408,235.978
409,235.910
410,231.918
411,232.160
412,226.845
413,228.499
414,226.958
415,228.863
416,228.401
417,232.710
418,233.702
419,237.609
420,237.298
421,239.219
422,236.886
423,236.781
424,233.068
425,232.523
426,228.587
427,229.718
428,227.837
429,231.019
430,231.093
431,235.293
432,236.034
433,239.456
434,239.602
435,240.944
436,238.208
437,238.077
438,234.026
439,233.756
440,229.941
441,230.932
442,229.124
443,231.805
444,231.235
445,235.723
446,236.787
447,239.526
448,239.832
449,240.822
450,239.273
451,238.969
452,235.131
453,234.390
454,230.488
455,230.509
456,228.541
457,230.398
458,230.023
459,233.880
460,234.054
461,237.934
462,238.395
463,239.993
464,239.057
465,238.954
466,235.908
467,235.687
468,231.137
469,230.918
470,227.028
471,228.024
472,226.757
473,229.248
474,229.806
475,233.889
476,234.572
477,237.710
478,237.909
479,238.953
480,237.651
481,237.223
482,233.690
483,233.099
484,228.340
485,228.125
486,225.177
487,226.010
488,225.282
489,228.333
490,228.878
491,233.391
492,233.975
493,237.236
494,237.569
495,238.719
496,237.627
497,237.569
498,234.651
499,234.077
500,229.241
501,228.880
502,226.051
503,226.335
504,225.018
505,227.429
506,227.661
507,232.222
508,233.040
509,237.300
510,237.973
511,240.018
512,239.875
513,239.975
514,238.090
515,237.553
516,233.868
517,232.900
518,229.687
519,228.875
520,226.717
521,227.934
522,227.348
523,230.854
524,231.167
525,235.711
526,237.160
527,240.090
528,241.120
529,242.725
530,242.419
531,242.256
532,240.211
533,239.056
534,235.693
535,234.444
536,230.711
537,230.600
538,228.631
539,229.660
540,228.991
541,231.923
542,233.155
543,237.057
544,238.751
545,241.406
546,243.154
547,244.306
548,244.608
549,244.629
550,243.630
551,242.690
552,239.675
553,238.686
554,235.287
555,234.484
556,231.625
557,231.796
558,230.920
559,232.513
560,233.013
561,235.938
562,237.863
563,241.263
564,242.545
565,244.466
566,245.218
567,245.627
568,245.579
569,245.541
570,244.225
571,243.868
572,241.278
573,239.994
574,236.667
575,235.851
576,233.143
577,233.141
578,231.811
579,233.574
580,233.757
581,236.471
582,237.885
583,240.525
584,242.050
585,243.973
586,245.484
587,246.329
588,246.604
589,246.682
590,246.078
591,245.449
592,243.505
593,242.458
594,239.245
595,238.487
596,235.089
597,234.359
598,231.864
599,231.707
600,230.755
601,231.530
602,231.553
603,234.168
604,235.264
605,238.311
606,240.048
607,242.464
608,243.483
609,244.766
610,245.598
611,246.073
612,245.598
613,245.049
614,243.722
615,242.812
616,240.200
617,239.138
618,235.672
619,234.508
620,231.043
621,230.071
622,227.191
623,227.003
624,226.465
625,227.622
626,227.847
627,230.625
628,231.662
629,235.080
630,237.205
631,239.986
632,241.876
633,243.745
634,245.260
635,246.210
636,246.475
637,246.675
638,246.198
639,245.523
640,243.912
641,242.919
642,240.181
643,238.934
644,235.838
645,234.246
646,230.940
647,230.138
648,227.936
649,227.470
650,226.435
651,227.377
652,227.870
653,229.955
654,231.591
655,234.620
656,236.402
657,239.489
658,241.910
659,244.508
660,245.604
661,247.566
662,248.146
663,248.800
664,249.166
665,249.265
666,249.223
667,248.998
668,248.339
669,247.351
670,245.663
671,244.632
672,242.056
673,240.869
674,237.773
675,236.183
676,233.256
677,232.359
678,230.743
679,230.241
680,229.435
681,229.749
682,230.005
683,231.653
684,232.261
685,235.279
686,237.490
687,239.976
688,241.722
689,243.973
690,246.212
691,247.850
692,248.621
693,249.580
694,250.071
695,250.158
696,250.438
697,250.463
698,250.503
699,250.382
700,250.057
701,249.373
702,248.453
703,247.960
704,246.924
705,246.078
706,244.254
707,242.833
708,240.178
709,238.494
710,235.650
711,234.358
712,231.462
713,230.107
714,228.661
715,227.869
716,227.577
717,227.763
718,228.793
719,229.847
720,230.720
721,232.177
722,233.672
723,236.854
724,238.179
725,241.163
726,242.925
727,244.821
728,246.557
729,247.509
730,248.867
731,249.620
732,250.258
733,250.866
734,251.225
735,251.279
736,251.669
737,251.711
738,251.891
739,251.869
740,251.799
741,251.505
742,251.183
743,250.836
744,250.038
745,249.596
746,248.629
747,247.797
748,246.493
749,245.209
750,243.088
751,241.847
752,239.326
753,237.683
754,234.386
755,232.842
756,229.746
757,228.436
758,225.522
759,224.140
760,221.718
761,220.849
762,219.703
763,219.153
764,218.703
765,219.083
766,219.962
767,220.814
768,221.665
769,223.666
770,225.237
771,227.687
772,229.062
773,232.014
774,234.091
775,236.652
776,238.673
777,241.338
778,243.754
779,246.103
780,246.949
781,248.835
782,249.649
783,250.399
784,251.341
785,251.671
786,252.394
787,252.839
788,253.348
789,253.491
790,253.958
791,253.875
792,254.254
793,254.393
794,254.634
795,254.603
796,254.622
797,254.622
798,254.528
799,254.440
800,254.590
801,254.639
802,254.700
803,254.721
804,254.694
805,254.667
806,254.603
807,254.535
808,254.435
809,254.496
810,254.369
811,254.281
812,254.034
813,253.855
814,253.556
815,253.215
816,252.566
817,252.182
818,251.755
819,251.397
820,250.760
821,249.957
822,248.940
823,248.229
824,246.617
825,245.648
826,243.019
827,241.553
828,238.367
829,236.192
830,232.512
831,230.560
832,226.927
833,224.780
834,220.032
835,217.764
836,213.130
837,210.415
838,204.273
839,200.879
840,194.880
841,191.387
842,184.866
843,180.758
844,175.859
845,173.168
846,171.740
847,170.682
848,169.652
849,168.555
850,167.386
851,165.990
852,164.773
853,163.238
854,162.258
855,161.108
856,160.184
857,159.141
858,157.912
859,156.773
860,155.694
861,154.438
862,153.187
863,152.049
864,150.496
865,149.373
866,148.087
867,146.971
868,146.031
869,144.720
870,143.678
871,142.548
872,141.596
873,140.493
874,139.160
875,137.896
876,136.680
877,135.389
878,133.935
879,132.533
880,130.238
881,128.371
882,126.295
883,124.533
884,122.494
885,120.437
886,118.239
887,116.520
888,114.544
889,112.692
890,110.510
891,108.633
892,106.634
893,104.724
894,102.983
